Size	BytesSoFar	DeltaCreationEnqueue	DeltaEnqueue	DeltaStayedQueue	DeltaDequeue
1	202483	0	34	8	30
1	200395	0	33	7	32
1	198973	0	33	6	32
1	196993	0	34	6	34
1	195859	0	33	6	33
1	194788	0	33	3	30
1	193726	0	34	3	34
1	192916	0	34	15	46
1	192286	1	33	0	18
1	191980	0	34	12	46
1	191629	0	33	11	32
1	191593	0	33	11	33
1	191674	0	34	7	30
1	191971	0	33	6	32
1	191728	0	32	6	32
1	192259	0	35	5	34
1	192718	1	33	5	33
1	193366	1	33	3	31
1	194635	0	34	16	47
1	195688	0	33	1	18
1	196354	0	33	14	46
1	197362	0	34	13	33
1	198352	0	33	11	31

1	199108	0	33	9	31
1	200080	1	35	6	32
1	201547	0	32	8	34
1	203176	0	33	7	32
1	204652	0	34	4	31
1	205624	0	33	4	33
1	206794	0	32	3	31
1	207901	0	34	17	48
1	209071	0	33	1	17
1	210232	0	33	14	46
1	212005	1	35	12	33
1	214012	0	32	10	30
1	215398	0	33	10	33
1	217243	1	35	7	32
1	218719	1	33	6	32
1	221014	1	33	6	33
1	223201	0	34	5	33
1	225604	1	33	3	31
1	227368	0	32	2	31
1	229177	0	35	1	34
1	231544	0	33	14	46
1	232327	0	33	13	32
1	233254	0	34	10	31
1	234289	0	33	9	32
1	234811	0	33	8	32
1	235441	0	34	7	33
1	236242	0	32	7	32
1	236575	0	33	6	32
1	237628	0	34	4	32
1	239680	1	34	3	33

1	241624	0	33	16	46
1	244072	0	34	13	31
1	247573	0	33	14	34
1	251794	0	33	12	31
1	255475	0	34	11	33
1	258715	0	33	8	30
1	261964	0	33	9	34
1	264736	0	34	7	32
1	265699	0	33	5	31
1	266149	0	32	6	33
1	266383	1	35	2	31
1	265987	0	32	2	32
1	265366	0	33	18	49
1	264853	0	35	14	31
1	263998	0	33	11	30
1	262486	1	33	11	33
1	260794	0	34	10	33
1	259624	0	33	7	30
1	258598	0	33	6	32
1	258337	0	34	6	34
1	258094	0	33	6	33
1	258634	1	34	3	31
1	258589	0	32	3	32
1	258454	0	33	2	32
1	258238	0	33	15	46
1	258571	0	34	13	32
1	259399	0	34	12	33
1	261172	1	33	9	30
1	261865	0	33	8	32
1	263044	0	34	6	32
1	263602	0	33	6	33

1	265222	0	34	6	34
1	268174	0	33	4	31
1	270685	0	33	4	33
1	272152	0	34	1	31
1	273709	0	33	16	48
1	277039	0	33	14	31
1	281134	0	34	11	31
1	285103	0	32	12	33
1	288478	1	34	8	30
1	290854	1	34	6	32
1	293887	0	33	6	33
1	298360	0	33	4	31
1	303292	0	34	3	33
1	307522	0	33	4	34
1	312805	0	33	2	31
1	317818	0	35	16	49
1	322489	0	32	14	30
1	328168	1	34	11	31
1	334369	0	33	11	33
1	340399	0	33	9	31
1	344161	0	33	9	33
1	345484	0	34	11	36
1	345574	0	37	3	29
1	344737	0	29	5	31
1	344575	0	34	4	33
1	343783	0	33	17	46
1	342802	0	33	1	17
1	342208	0	34	14	47
1	341560	0	33	12	31
1	341803	0	33	13	34

1	339121	0	34	10	31
1	335710	0	33	7	30
1	334522	0	33	6	32
1	334810	0	34	6	34
1	334990	0	33	5	32
1	335026	0	33	5	33
1	335467	0	34	2	31
1	335854	0	33	1	32
1	337096	0	33	17	49
1	337780	0	34	13	30
1	337663	0	33	11	31
1	336106	0	33	11	33
1	333451	0	34	9	32
1	333613	0	33	7	31
1	332803	0	33	7	33
1	332650	0	35	5	33
1	332785	0	32	5	32
1	332938	1	33	4	32
1	332848	0	33	3	32
1	332497	0	34	3	34
1	331183	0	33	13	43
1	330652	0	34	12	33
1	328105	0	33	10	31
1	328726	0	33	10	33
1	330751	0	34	7	31
1	333433	0	33	7	33
1	335557	1	33	7	33
1	337087	0	34	4	31
1	339094	0	33	5	34
1	340993	0	33	3	31

1	340444	0	34	5	36
1	339634	0	33	16	44
1	339049	0	33	14	31
1	337510	0	34	11	31
1	333784	0	33	12	34
1	329005	0	33	9	30
1	329536	0	34	8	33
1	328897	0	33	7	32
1	326629	0	33	7	33
1	325504	0	34	4	31
1	326071	0	33	4	33
1	329419	0	33	2	31
1	331624	0	34	17	49
1	334162	0	33	1	17
1	335125	0	33	13	45
1	336097	1	35	12	34
1	337420	0	32	10	30
1	337951	0	33	10	33
1	339130	0	33	9	32
1	340426	0	34	6	31
1	342559	0	33	5	32
1	340795	0	34	3	32
1	337600	0	33	4	34
1	333685	0	33	3	32
1	326764	0	34	1	32
1	321724	0	33	15	47
1	324397	0	33	13	31
1	327457	0	34	10	31
1	327277	0	33	11	34
1	324496	0	33	8	30

1	307801	0	34	12	38
1	299206	0	33	6	27
1	295840	0	33	6	33
1	293851	0	34	4	32
1	291745	0	32	3	31
1	291736	0	33	2	32
1	292735	0	34	14	46
1	295516	0	34	14	34
1	299377	0	32	13	31
1	304831	0	35	11	33
1	312526	0	33	10	32
1	316918	0	32	8	30
1	319519	0	35	6	33
1	321625	0	33	5	32
1	325621	0	33	6	34
1	330004	0	34	3	31
1	332578	0	33	3	33
1	332677	0	33	2	32
1	330985	0	34	13	45
1	327070	0	33	14	34
1	322597	0	33	13	32
1	318907	0	34	9	30
1	314857	0	33	8	32
1	310015	0	33	7	32
1	306973	1	34	6	33
1	303031	0	33	5	32
1	298261	0	33	4	32
1	298441	0	34	3	33
1	299323	0	33	1	31
1	301267	0	33	15	47

1	301654	0	34	12	31
1	302806	0	33	12	33
1	305416	0	33	10	31
1	306811	0	34	8	32
1	307432	0	33	7	32
1	307351	0	33	6	32
1	306730	0	34	5	33
1	306055	0	33	5	33
1	304291	0	33	4	32
1	302923	0	34	1	31
1	302779	0	33	17	49
1	302779	0	33	1	17
1	302302	0	35	14	48
1	301357	0	32	11	29
1	300007	0	33	11	33
1	299737	0	35	7	31
1	300817	0	31	8	32
1	301375	0	33	7	32
1	300646	0	34	5	32
1	300871	1	34	5	34
1	301798	0	32	4	31
1	302842	1	35	4	35
1	304921	1	33	15	44
1	305983	0	33	13	31
1	307000	0	34	11	32
1	307927	0	33	12	34
1	309718	0	33	10	31
1	311716	0	34	8	32
1	313912	0	33	8	33
1	316342	0	33	5	30
1	318745	0	34	5	34

1	320563	0	34	4	33
1	320905	0	32	3	31
1	318853	1	34	16	47
1	315793	0	33	14	31
1	312310	0	33	12	31
1	309061	1	34	12	34
1	307288	0	33	10	31
1	306406	0	33	9	32
1	305956	0	34	7	32
1	305227	0	33	7	33
1	302743	0	33	5	31
1	300295	0	34	4	33
1	298783	0	33	3	32
1	292960	1	33	1	31
1	289162	0	34	15	48
1	285481	0	33	13	31
1	279397	0	33	13	33
1	274780	0	33	10	30
1	270676	1	35	8	33
1	267814	0	31	8	31
1	266941	0	34	8	34
1	269479	0	33	7	32
1	275293	0	33	5	31
1	281737	0	35	3	33
1	286687	0	33	3	33
1	289801	0	33	2	32
1	293680	0	34	14	46
1	299629	0	33	14	33
1	303607	0	33	12	31
1	304723	0	34	11	33

1	306730	0	33	10	32
1	307720	0	33	9	32
1	310384	0	34	7	32
1	313858	0	33	6	32
1	316270	1	33	4	31
1	318997	0	34	4	34
1	319762	0	33	1	30
1	320464	0	33	4	36
1	321445	0	34	12	42
1	323002	0	33	13	34
1	324325	0	33	11	31
1	326575	0	34	8	31
1	334216	0	33	8	33
1	343198	0	33	7	32
1	355285	0	34	6	33
1	369064	0	33	4	31
1	380485	0	33	5	34
1	390052	0	34	3	32
1	400474	0	34	1	32
1	410392	0	33	13	45
1	419878	0	34	14	35
1	426286	0	32	11	29
1	430588	0	33	9	31
1	432928	0	34	8	33
1	432028	0	33	8	33
1	428518	0	33	7	32
1	422614	0	34	4	31
1	414982	0	33	4	33
1	406630	0	33	2	31
1	397729	0	35	15	48

1	450226	1	33	15	33
1	455266	0	32	14	31
1	450325	1	35	11	32
1	436366	1	33	8	30
1	423100	0	32	9	33
1	407917	0	34	8	33
1	391402	0	33	6	31
1	373708	0	33	6	33
1	356023	0	34	4	32
1	335539	0	33	4	33
1	313120	1	33	2	31
1	290791	0	34	17	49
1	273736	0	33	14	30
1	265555	0	33	14	33
1	266959	0	34	11	31
1	274825	0	33	9	31
1	283177	0	33	9	33
1	289756	0	34	9	34
1	295687	0	33	6	30
1	298495	0	32	6	32
1	298243	0	35	3	32
1	298189	0	33	2	32
1	299728	0	32	3	33
1	304723	0	35	13	45
1	310978	0	33	14	34
1	316324	0	33	12	31
1	318727	0	34	11	33
1	317782	0	33	8	30
1	315055	0	33	8	33
1	310294	0	34	7	33
1	306307	0	33	6	32

1	304417	0	33	4	31
1	308278	0	34	3	33
1	316513	0	33	2	32
1	329122	0	33	1	32
1	356869	0	34	15	48
1	390637	0	33	13	31
1	405910	0	33	11	31
1	413029	0	34	10	33
1	429049	0	33	8	31
1	442378	1	34	7	33
1	454789	0	34	6	33
1	462295	0	33	5	32
1	466876	0	33	4	32
1	471376	0	35	1	32
1	475147	0	32	2	33
1	479368	1	34	17	49
1	483733	0	34	11	28
1	485740	0	32	12	33
1	486991	0	33	10	31
1	486838	0	34	7	31
1	485155	0	33	7	33
1	481933	0	33	6	32
1	477541	0	34	5	33
1	472213	0	33	3	31
1	465625	1	33	2	32
1	459730	1	34	1	33
1	455599	0	33	16	48
1	452008	0	33	1	18
1	448012	0	34	13	46
1	443728	0	32	13	32

1	436942	0	33	10	30
1	428815	0	35	6	31
1	420499	0	32	7	33
1	411760	0	33	7	33
1	403111	1	35	3	31
1	395056	0	33	3	33
1	388972	0	32	3	32
1	383977	0	35	17	49
1	380035	0	33	15	31
1	377605	0	32	14	31
1	376219	0	34	12	32
1	374797	0	33	12	33
1	373789	0	33	10	31
1	372799	0	35	7	32
1	372268	0	33	8	34
1	371593	1	33	5	30
1	370117	0	33	5	33
1	368884	0	34	4	33
1	368155	0	33	1	30
1	367993	1	33	0	32
1	368578	0	33	15	48
1	368839	1	33	13	31
1	369577	0	34	10	31
1	370126	0	33	11	34
1	370981	0	33	8	30
1	371566	0	34	7	33
1	372430	0	33	7	33
1	373375	0	33	5	31
1	373456	0	34	5	34
1	373960	0	34	3	32

1	373780	1	33	7	37
1	374707	0	34	14	41

